Y,X1,X2,X3,X4,X5
9.15,290,2,1,1,0
2.85,785,3,1,3,0
5.525,235,2,1,1,1
3.4,664,3,1,1,0
3.66,620,3,2,2,0
9.2,731,3,2,1,0
2.7,111,1,1,1,1
3.2,652,3,2,2,0
3,956,3,2,2,1
3.115,440,3,2,2,0
4.30002,680,3,2,3,0
3.75,420,3,2,1,1
5.85,657,3,1,1,0
3.55,593,3,1,1,0
3.3,155,3,2,1,0
7.25,1543,2,2,1,1
4.5,348,3,2,2,1
11,254,3,1,2,0
4.25,1827,1,1,1,1
8.37,316,3,2,2,1
7.6,723,4,2,2,0
5.35,255,2,1,1,1
15.8,724,4,2,3,0
4.215,598,3,1,1,0
5.07,882,4,2,2,0
4.44,750,4,2,2,0
6.65,206,3,2,3,1
3.9,2435,1,1,1,1
3.2,233,2,1,1,1
4.325,748,2,1,1,1
3.35,192,2,2,1,1
6.92,2896,2,2,1,1
3.86,598,3,1,2,0
3.4,306,3,2,3,0
5.81,557,4,3,1,0
9.8,465,3,2,1,0
3.8,448,4,2,4,0
5.68,754,4,2,2,0
4.04,761,5,3,5,0
2.62,1407,2,1,1,1
3.27,710,3,2,2,0
2.7,658,3,1,2,0
6.81,2777,2,2,2,0
13.00888,653,4,3,2,0
16.3,203,3,1,1,0
2.55,2108,2,1,1,1
5.4,1920,3,1,1,1
2.2,600,3,2,1,0
4.5,465,3,1,0,0
4,175,2,1,0,0
3.95,417,3,2,2,0
2.4,798,2,1,1,1
3.1,1229,1,1,0,1
5,168,2,1,2,1
4.96,1190,2,1,1,1
2.25,287,2,1,1,0
4.3,265,3,2,1,0
2.11,966,2,1,1,1
20,541,4,2,2,0
6.025,3003,2,2,1,1
4.41,392,4,2,2,0
3.23,224,3,2,2,1
9,586,3,1,4,0
5.275,512,4,2,2,0
5.95,3009,2,2,1,1
2.35,1055,2,1,1,1
5.6,536,3,1,1,0
4.99,654,3,2,2,0
3.38,1061,2,1,1,1
4.2,1123,1,1,1,1
4.4,640,3,2,2,0
2.85,419,3,1,1,0
7.05,608,3,1,3,0
18.5,663,3,2,2,0
7.2,806,4,2,2,0
8,266,2,1,1,0
3.15,602,3,1,2,0
40,1132,5,2,2,0
7.7,301,3,1,1,0
16.35,276,3,3,2,0
3.965,3003,2,2,1,1
3.84,2389,1,1,1,0
3.5,620,3,2,2,0
4.05,138,2,1,1,1
6.3,1281,2,2,1,0
12.4,862,4,2,3,0
4.93,1280,3,1,1,1
9.75,318,2,2,2,1
2.75,800,4,2,2,0
3.425,905,3,1,1,0
4.6,2955,2,2,1,1
8.14156,359,3,1,0,0
9.2,675,3,2,1,1
2.9,703,2,1,0,1
4.3,632,2,1,2,1
2.295,630,4,3,2,0
4.3,501,1,1,1,1
3.86,665,3,3,2,0
3.35,641,3,1,2,0
4.4,724,3,2,1,0
2.7,566,3,2,1,0
21.5,625,2,4,5,0
4.55,633,3,2,1,0
4.9,727,4,2,2,0
4.45,203,3,2,1,0
4.57,250,3,2,2,0
4.15,2065,1,1,1,1
5.85,2311,2,2,1,1
3.56,347,3,1,1,1
3.18,358,3,2,1,0
2.55002,534,3,1,1,0
2.9,175,2,1,1,0
27.1,1265,4,1,4,0
3.125,487,3,2,2,0
3.82,420,3,2,2,0
10.35,519,4,1,2,0
17.5,110,3,2,1,0
11.16,759,4,2,2,0
4.45,313,3,2,1,0
3.82,650,3,1,1,0
5,650,4,2,3,0
5.975,3003,2,2,1,1
9.8,1381,3,2,2,0
3.4,80,2,1,1,1
5,578,3,2,2,0
2.5,94,1,1,1,1
3.1,154,2,1,1,1
4.2,523,3,2,2,0
4.91,1310,2,1,1,1
3.15,265,3,1,1,1
3.82,305,3,2,2,0
4.6,201,1,1,1,1
3.2,560,4,2,2,0
2.8,136,2,1,1,1
7.69,650,4,2,2,1
16.5,940,4,1,2,0
6.39,93,2,1,1,0
7.4,2323,2,2,1,1
9.125,245,3,1,1,0
6.5,278,2,1,1,0
15.1,439,3,2,2,0
7.8,278,2,1,1,0
8,166,3,2,1,1
6.35,234,3,2,1,1
2.0508,1009,1,1,2,1
5.82,870,2,2,0,1
2.1,174,2,1,1,1
4.55,138,4,2,1,0
2.5,534,3,1,1,0
4.7,627,4,3,2,0
4.15,814,4,2,2,0
5.53,93,2,1,1,1
3.2,1190,2,1,0,1
3.6,650,3,2,2,0
9,392,3,1,2,0
35,852,4,2,2,0
10.3,463,3,2,4,0
4.95,1689,2,1,1,1
3.81,600,3,1,1,0
4.8,613,1,1,1,1
3.43,1781,1,2,2,1
3.5,540,3,2,2,0
7.22,224,3,1,1,1
3.73,866,3,1,2,0
4.5,350,4,2,2,0
2.995,1202,1,1,1,1
12,815,4,2,2,0
3.175,536,3,2,2,0
8.3,238,3,2,2,1
4.98,160,2,1,1,1
4.875,3003,2,2,1,1
15.75,170,3,3,1,0
3.4,175,3,2,2,0
4.6,577,4,3,2,0
5.5,972,2,2,1,0
2.8,566,3,2,1,0
4.82,764,2,1,1,0
2.855,395,2,1,1,0
5.7,706,4,2,2,0
2.06,1224,2,1,1,1
5.9,428,4,2,2,0
11.45,759,2,2,4,0
4.38,477,4,2,2,0
17.15,362,4,2,4,0
7.6,826,2,1,1,0
7.3,700,4,2,2,0
4.9,685,4,2,2,0
8.05,1511,2,2,2,0
5.95,178,3,3,2,1
7.6,470,6,1,1,0
3.875,511,4,2,2,0
4.20002,1962,2,1,1,1
3.55,333,3,2,2,0
5.33,1847,2,1,1,1
6.66,501,3,1,1,0
6.4,845,4,1,1,0
2.87,632,3,1,2,0
8.1,987,3,2,2,0
3.5,638,3,2,1,0
4.5,604,3,1,2,0
10.04,650,3,1,2,0
5.6525,617,3,1,1,0
3.65,467,3,2,2,0
3.25,832,1,1,1,1
3.52,280,3,2,1,1
3.835,575,1,1,0,1
3.63,699,2,1,1,1
3.93,420,3,2,2,0
9.35,636,3,1,2,0
4.2,400,4,2,2,0
7.45,215,3,2,2,0
3.35,617,3,1,1,0
2.9,312,2,1,1,0
4.2,116,2,1,1,1
3.45,345,3,1,1,0
4.85,280,3,1,0,1
6.52,1063,3,2,2,0
4.65,926,2,1,1,1
19.28,929,4,2,2,0
13,95,3,2,3,0
3.22,199,3,2,2,0
4.2,2309,1,1,1,1
2.8,517,4,2,1,0
5.001,556,4,2,2,0
7.2,337,2,1,2,0
2.7,402,3,1,1,1
9.015,522,3,1,1,0
4.2,255,3,2,2,1
11.95,479,3,1,4,0
3.95,640,3,2,2,0
4.15,697,3,1,3,0
3.1,234,2,1,1,1
4.25,754,3,2,2,0
3.7,580,4,2,2,0
6.92,297,2,1,3,0
3.55,408,3,2,2,0
4.42,540,4,2,2,0
3.06,539,3,3,2,0
13.65,584,2,2,3,0
6.55,2291,3,2,2,1
4.05,527,3,1,1,0
11.065,1019,3,2,1,1
4.45,296,4,2,2,0
2.875,145,3,2,1,0
6.65,648,4,1,2,0
5.5,689,2,2,1,1
6.35,134,2,1,2,1
6.33,697,3,1,3,0
3.9,691,3,2,2,0
6.12,265,2,1,2,0
3.7,370,4,2,2,0
7.125,907,3,2,3,0
6.7,127,2,1,1,1
3.985,350,3,2,2,0
3.875,330,3,2,2,0
3.96,375,4,2,2,0
3.1,739,3,1,2,0
3.5,660,1,1,1,1
4.44,480,3,2,2,0
9.7,104,2,1,1,0
3.8,375,3,2,2,0
7.23,828,2,2,2,1
7.35,482,3,1,2,0
3.89,231,3,2,1,1
2.55,292,2,1,1,1
10.3,1958,3,1,1,1
4.65,350,3,2,2,0
3.2,284,3,1,2,1
46,1987,6,3,2,0
9.37,170,2,1,0,0
3.72,481,4,2,2,0
9.95,780,2,2,2,1
4.6,739,3,2,1,0
5.9,1226,2,2,1,1
5.9,415,3,2,1,0
36,768,4,3,2,0
2.805,627,1,1,1,1
4.38,330,3,2,1,0
11.5,227,3,2,2,1
3.02,168,3,1,2,1
3.16,648,3,2,2,0
4.21,554,4,2,2,0
2.58,532,3,1,2,0
3.45,452,4,2,2,0
3.86,556,4,2,2,0
3.12,653,4,2,2,0
4,2230,2,1,1,1
5.49,3094,2,1,1,1
7.63,168,2,1,1,1
5.93121,704,2,1,4,0
8.85,878,4,2,1,0
3.65,1126,2,1,1,1
6.4,397,3,1,1,0
3.4,404,3,2,2,0
11.86,614,3,1,3,0
5.8,767,3,2,2,0
12.6,920,3,2,1,0
4.85,741,3,2,0,0
5.25,741,4,2,2,0
3.15,678,3,2,2,0
3.61,543,3,1,2,0
3.499,143,2,1,1,1
3.41,638,3,1,2,0
3.1,3318,1,1,1,1
5.8,153,2,1,0,0
3.7,588,4,2,2,0
8.55,858,2,2,2,1
4.5995,405,3,2,2,0
3.48,652,3,1,1,0
3.65,625,3,1,2,0
2.9,600,3,1,1,0
4.03,454,3,2,2,0
2.1,512,4,2,2,0
5.16,534,3,2,1,0
6.3,803,2,1,1,1
4.35,370,2,1,1,1
2.95,790,3,2,2,0
9.9,465,4,2,1,0
8.6,700,4,2,4,0
6.1,917,4,2,4,0
5.2,832,3,1,2,0
3.719,173,3,2,2,0
5.84,512,2,2,2,0
4.6,249,3,1,1,1
6.3,50,2,2,1,1
2.2,976,2,1,1,1
5.45,484,2,1,1,1
3.9,636,3,2,2,0
3.98,625,3,2,2,0
2.45,1220,3,1,1,1
5.75,627,3,1,2,0
3.865,585,3,1,1,0
3.5,864,4,2,1,0
3.83,312,4,2,2,0
4.35,420,4,2,2,0
3.855,535,4,2,2,0
15.5,657,3,2,2,0
4.985,646,4,2,2,0
6.525,2673,2,2,1,1
13.05,332,3,2,2,0
3.45,2639,3,2,1,1
23.81,2326,3,3,4,1
2.899,1747,2,1,1,1
7.51,576,2,1,2,0
4.1,400,4,2,2,0
5.3,655,4,2,2,0
4.62,427,3,2,1,0
5.83,171,2,1,2,1
5.285,237,3,1,2,0
4.57,521,3,2,2,0
3.85,236,3,2,2,0
6.87,317,3,1,2,1
3.85,616,3,2,1,0
3.985,312,4,2,2,0
5.69,1187,4,2,3,0
3.9,312,2,1,1,1
2.775,154,2,1,2,0
3.2,3318,2,1,1,1
3.325,601,3,1,1,0
3.60101,541,3,1,1,0
7.35,1411,2,2,1,1
3.47,2430,2,2,1,1
3.95,175,3,2,2,1
4.45,448,5,2,2,0
5.25,385,2,1,0,1
11.50243,578,3,3,2,0
3.84,477,3,2,2,0
3.7,650,4,2,2,0
3.87,194,2,1,1,1
3.52329,186,3,2,2,0
4.06,684,4,1,2,0
3.32,274,3,1,2,1
6.06,2238,2,2,1,1
5.825,148,3,2,2,1
3.41,619,4,2,2,0
3.01,532,3,1,2,0
4.3,1000,4,2,2,0
3.9,599,4,1,2,0
39,1237,4,3,2,0
4.42,744,3,2,2,0
4.21,90,2,1,1,1
3.16666,919,3,2,1,0
4.95,300,4,2,2,1
3.78,237,3,2,1,0
5.5,730,2,1,1,0
7.3,502,3,2,1,0
2.875,192,2,1,2,0
5.91,119,3,3,2,1
5,560,4,2,2,0
4.4,280,2,1,1,1
3.66,911,2,1,1,1
4.25,656,2,1,1,1
15.04,376,3,2,2,0
4.42,518,4,2,2,0
2.565,117,2,1,1,0
4.05,120,2,1,1,1
5.7,1679,2,1,1,1
4,737,4,2,2,0
18,885,3,1,2,0
4.5,306,3,2,2,1
3.7,386,3,2,2,0
4.45,1000,3,2,6,0
4.23,193,2,1,1,1
18,683,3,2,2,0
2.68,1217,1,1,1,1
4.4,916,2,3,2,0
3.87,643,3,2,4,0
3.25,1569,1,1,1,1
3.4,220,3,2,1,1
4.6,448,3,2,2,0
3.35,585,2,1,2,0
6.2,618,4,2,2,0
6.14,748,1,1,1,1
9.51,654,4,2,6,0
4.27,512,3,1,2,0
8,511,4,2,2,0
3.4,562,4,2,2,0
8.8,861,4,2,2,0
3.145,230,3,1,2,1
19.1,858,4,3,2,0
4.595,99,2,1,1,1
6.2,80,2,2,1,1
4.6,313,3,1,1,0
2.15,1747,2,1,1,1
4.66,543,3,2,2,0
4.15,153,2,1,1,1
3.5,402,3,2,2,0
5.1,560,3,2,2,0
10.96,650,4,2,2,0
60,1252,4,2,2,0
3.7,651,3,1,1,0
2.91,511,3,2,2,1
7.5,1626,3,2,1,1
3.4,276,3,2,1,1
10.38,675,4,3,2,0
3.45,620,3,1,4,0
3.49293,173,3,1,2,1
2.55,150,2,1,2,1
9.05,937,3,2,2,0
7.1,618,3,1,1,0
11.815,499,3,2,3,0
8.88,518,3,2,1,1
3.2,623,3,2,2,0
7.41,820,6,2,2,0
4.8,350,4,2,2,0
3.35,333,3,2,1,0
3.799,199,3,2,2,0
8.14,830,2,1,1,1
3.25,319,3,2,1,0
3.3,577,3,1,2,0
4.12,445,3,2,1,0
5.62,1937,2,2,1,1
4.0995,335,4,2,2,0
11.5,317,3,2,2,0
2.82,181,2,1,1,1
5.875,2236,2,1,1,1
5.85,444,4,2,2,0
8,424,4,3,2,0
2.7,569,3,1,2,0
4.55,653,3,1,4,0
3.2,479,3,2,2,0
9.62,547,3,2,2,0
4.275,567,4,2,2,0
3.9,604,3,1,2,0
5.2,300,3,2,2,1
5,760,3,3,2,0
6.91,636,3,1,1,0
3.5,569,3,1,1,0
4.595,208,3,1,2,1
22.5,255,4,2,2,1
3.325,620,3,2,2,0
4.3,267,3,2,1,1
6,603,3,1,1,0
4.115,627,3,1,2,0
7.5,541,4,2,1,0
5,935,3,1,1,0
3.3,623,2,1,0,0
5.6,307,3,1,0,0
5.26,469,2,1,3,0
7.4,328,2,1,2,0
3.5,697,2,1,1,0
3.43698,507,4,2,2,0
6.2,511,4,2,2,0
2.925,1492,1,1,1,1
3.23,3318,1,1,1,1
6.55,753,3,2,2,0
4.71,504,4,2,2,0
9,304,2,1,1,0
2.99,566,3,1,2,0
6.74,141,2,1,1,0
7.19,762,3,2,4,1
4.05,838,3,2,2,0
3.36,734,3,1,2,0
3.6,2812,2,1,1,1
2.4,580,3,2,2,0
5.82,679,5,3,2,0
9.6,485,3,1,1,0
4.2,648,3,2,2,0
3.1,424,3,2,2,0
9.67,585,3,1,1,0
3.61,217,3,2,2,0
3.8,1939,1,1,1,1
3.35,651,3,1,4,0
2.8,739,2,1,1,1
4.95,687,3,1,6,0
9.75,650,2,1,1,0
3.41,640,3,2,1,0
6.45,212,3,3,1,0
3.25,603,3,1,3,0
4.4,341,3,1,1,1
7,909,3,3,1,0
2.85,311,2,1,1,1
5.05,146,2,1,1,1
3.005,493,3,2,2,0
4.2,481,4,2,2,0
5.85,859,4,2,2,0
18.9,381,3,2,1,0
10.8,1626,3,2,2,1
5.5,573,3,1,2,1
2.28,1449,1,1,2,1
8,969,2,1,1,0
4,568,3,2,2,0
2.93,278,2,1,1,0
2,1778,2,1,1,1
5.7,560,4,2,2,0
12.66,644,2,1,1,0
6,646,3,2,3,0
4.15,400,3,2,2,0
4.8,881,2,1,1,1
6,690,3,1,1,0
3.5,374,3,2,2,0
5.2,1610,2,1,1,1
2.5,337,2,1,1,0
3.95,448,3,2,2,0
19.75,727,4,2,3,0
5.85,332,3,3,1,0
6.61,627,3,2,0,0
4.61,527,4,2,2,0
3.9,587,3,2,2,0
3.53002,503,4,2,2,0
8.77,465,2,2,2,0
6,577,3,2,1,0
7.4,628,3,1,1,0
4.055,1331,2,1,2,1
3.9,375,2,1,1,0
3.55,466,4,2,2,0
3.9,535,3,2,2,0
2.52,116,2,1,1,0
14,74,3,3,2,1
7.65,2034,3,2,2,1
3.85,400,4,2,2,0
2.6,613,3,1,8,0
30,797,4,3,2,0
5.5,576,4,2,2,0
5.14,612,4,2,2,0
2.92,1653,1,1,1,1
24,858,4,3,2,0
18.1,606,4,2,2,0
5.25,472,3,2,2,0
8.75,853,3,2,2,0
13.4,420,4,3,1,0
12.8,348,3,2,1,0
2.2,600,4,1,1,0
4.0275,2323,1,1,1,1
5.69,675,4,2,2,0
5.31,576,3,1,2,0
6.415,826,3,1,1,0
4.23,446,3,1,2,1
3.94,437,2,1,1,0
4.7,846,4,1,4,0
2.85,531,2,1,1,1
14.22,77,2,2,2,0
5.425,558,4,3,2,0
4.3,1363,2,1,1,1
4,2201,2,1,1,1
4.185,654,1,1,0,1
5.9995,343,3,2,2,0
4.15,587,3,2,2,0
3.3,610,2,1,4,0
4.975,706,2,1,1,1
4.2,1061,3,1,2,0
5.75,1410,2,2,2,1
15.5,792,4,1,1,0
10.16,702,3,2,2,0
3.95,623,3,1,2,0
5.75,699,3,2,2,0
3.5,594,3,2,4,0
2.79,1910,1,1,1,1
2.47,214,3,1,2,1
4.3,354,4,2,2,1
11.2,800,3,1,2,0
7.6,486,3,2,2,0
3.4,1975,2,1,1,0
25,3001,2,2,1,1
3.59,362,1,1,2,0
3.4,158,4,2,2,0
3.9,1314,3,2,2,0
2.7,175,2,1,1,0
16.75,507,3,2,1,0
6.5,483,4,3,2,0
6.75,427,4,2,1,0
3.8,584,3,2,2,0
4.8,259,3,2,2,0
3.125,529,1,1,1,1
4.2,531,4,2,2,0
3.4,374,3,2,2,0
2.29,399,3,2,2,0
6.1,776,2,1,1,1
5.89,495,2,2,1,1
8.6,676,3,1,2,0
15.3,359,4,1,2,0
4.19,418,4,2,2,0
7.51,608,5,3,2,0
2.2,162,2,1,1,1
6,542,3,1,2,0
6.72,1926,2,1,1,1
3.85,1511,1,1,1,1
3.314,314,3,1,3,0
6.125,141,3,2,1,1
8.215,577,3,2,2,0
3.9,632,4,2,2,0
8.8,656,4,2,2,0
8.5,459,3,1,2,0
4.25,415,4,2,2,0
18.96346,1340,3,2,2,0
4,541,4,2,2,0
2.80001,580,3,1,1,0
2.49995,621,3,1,4,0
9.5,154,3,2,2,1
6.9,383,3,1,2,0
3.35,732,3,1,3,0
4.9,448,4,2,2,0
5.3,1226,2,1,1,1
6.39,276,4,2,1,1
3.4,652,3,2,2,0
6.81,780,3,2,2,0
2.4,253,2,1,1,1
4.6,943,4,1,2,0
2.6,116,2,1,1,1
2.65,639,5,2,2,0
6.52,680,3,2,2,0
4.2015,654,3,2,2,0
5.15,573,4,2,2,0
3.201,829,3,1,4,0
4.25,2254,2,1,1,1
4.149,391,4,2,2,0
5.8,338,3,1,2,1
2.10252,938,2,1,1,1
3.425,562,3,2,1,0
3.44,640,3,2,1,0
6.52,565,2,2,2,1
2.8,310,2,1,4,0
5,855,3,2,2,0
4.05,758,1,1,1,0
2.09,399,3,2,2,0
4.855,1731,1,1,1,1
4,511,4,3,2,0
14.4,664,4,2,2,0
3.47,615,3,2,2,0
8.5,1269,5,3,3,0
3.3,467,3,2,2,0
3.9,741,3,1,1,0
3.71,600,3,1,1,0
4.25,892,4,2,2,0
3.37,684,3,1,2,0
4.329,375,4,2,2,0
7.31,657,3,1,1,0
3.37,570,4,2,1,0
8.8,543,4,1,3,0
6.51,175,2,1,1,0
9.6,616,3,2,2,0
4.31,508,3,2,2,0
10.9,457,4,1,2,0
5.1,336,2,2,1,1
2.65,370,3,2,1,1
8.35,254,3,2,2,1
6.75,227,3,2,2,1
2.5,300,2,1,1,0
5.3,655,3,1,2,0
25.25,669,4,2,2,0
3.41,253,3,1,1,1
3.5,763,4,2,2,0
2.3,57,1,1,1,1
2.73,137,2,1,1,1
6.2,1495,4,2,2,0
4.5,587,3,1,2,0
5.45,665,5,2,2,0
2.799,1747,2,1,0,1
4.6,209,3,2,1,0
4.85,93,2,2,3,1
7.5,189,2,1,1,0
3.6,951,1,1,1,1
2.15,932,2,1,1,1
3.6,595,3,2,2,0
6.75,170,3,1,1,0
14.3,656,4,2,2,0
3.965,575,2,1,0,1
3.37,191,3,2,1,0
2.75,537,3,1,2,0
3.85,604,3,2,2,0
4.38,968,2,1,1,1
2.65,738,3,1,1,0
12.4,308,3,2,2,0
4.4,1252,2,1,1,1
16.25,478,3,2,2,0
4.349,349,3,2,2,0
3.15,366,3,2,2,0
2.3,325,3,1,1,1
8.05,892,4,2,3,0
7.11,715,4,1,2,0
3.6,375,3,2,1,0
3.105,531,3,2,2,0
3.52,249,3,2,1,1
6.7,641,3,1,4,0
3.45,559,3,1,2,0
8.75,311,3,1,2,0
4.95,576,2,2,1,1
3.15,317,3,2,2,0
7.2,625,4,3,4,0
22.45,643,4,2,2,0
5.22,3043,1,1,1,1
16,396,3,2,3,0
8.14,134,2,1,1,0
3.95,711,3,2,6,0
3.3,392,3,2,2,0
4.66,632,3,1,2,0
4.95,92,2,2,1,0
16.1,713,3,2,3,0
4.8,432,3,2,2,0
3.65,448,4,2,2,0
3.3,320,3,2,1,0
4.05,320,3,2,1,0
11.62,697,2,1,2,0
6.7,733,2,1,1,0
3.6,524,4,2,2,0
23.05,780,3,2,3,0
7.81,98,3,2,2,1
9.1,702,3,2,2,0
33.9,820,5,3,2,0
3.55,208,3,2,2,1
6.85,594,2,1,1,1
3.475,410,3,2,1,0
2.55,594,3,1,1,0
6.2,2323,2,2,1,1
23.3,306,4,4,2,0
4.1,760,4,3,2,1
3.075,456,4,3,2,0
3.2,399,4,2,2,0
5.8,846,3,2,2,0
3.75,702,3,1,1,0
3.86,604,3,1,2,0
8.71,561,4,2,1,0
3.62,606,3,2,2,0
3.799,199,3,3,2,0
3.00125,637,1,1,1,1
3.15,653,3,2,2,0
3.349,170,3,3,2,0
6.27,281,3,1,2,0
3.49,600,5,2,5,0
3.4,270,3,1,1,1
3.305,939,2,1,1,0
5.3,582,3,1,2,0
3.55,3318,2,1,1,1
4.365,552,3,1,2,0
3.9,619,4,2,2,0
4.8,831,4,2,2,0
3.215,600,4,2,4,0
7.4,1524,2,2,1,0
2.62,580,3,2,2,0
6,133,3,1,1,1
4.3499,419,4,2,2,0
4.8,1249,2,1,1,1
4.3,2392,1,1,1,1
28,1021,5,2,2,0
3.25,270,3,2,1,1
3.2,181,2,1,1,1
3.75,613,3,1,1,0
5.81,648,5,3,2,0
7.65,240,2,1,1,0
3.00001,939,1,1,1,1
10.2,733,3,1,1,0
7.401,1245,3,3,2,0
2.9,778,1,1,1,1
14.05,855,4,1,3,0
4.6,163,2,1,1,1
2.92,138,2,1,1,1
3.65,2323,1,1,1,1
4.75,557,3,2,4,0
3.15,492,3,2,1,0
2.85,853,1,1,1,1
7.16,264,3,1,2,0
4.875,3003,2,2,1,1
7.2,193,3,2,2,0
3.2,1074,1,1,1,1
5.17,466,1,1,1,1
6.27,201,2,1,1,1
9.5,723,3,2,2,0
6.1,2060,2,2,1,1
2.8,155,3,1,1,1
5.55,315,2,1,2,1
5.5565,1293,2,2,1,0
3.383,187,3,2,1,0
2.999,172,2,2,1,0
4.55,830,5,2,3,0
2.25,666,2,1,1,1
3.05,582,3,2,2,0
4.5,509,2,2,1,1
16.7,181,4,1,2,0
5.7,500,4,2,2,0
4.8,701,3,1,3,0
5.8,501,2,1,2,0
2.72,1475,1,1,1,1
5,696,4,2,2,0
4.15,686,3,2,2,0
4.5,251,2,2,2,0
4.82,613,2,1,2,0
11.91,274,2,1,0,0
10.4,156,2,1,1,0
4.05,427,3,2,2,0
4.3,689,1,1,1,1
13.25,654,3,2,2,1
16.49,952,4,1,2,0
7.03,160,3,2,2,1
12.7,439,3,2,2,0
6.5,655,4,2,2,0
5.6,1159,4,2,2,0
7.51,725,4,1,2,0
6.95,691,4,2,1,0
4.6,134,2,1,1,0
3.68,1555,2,1,1,1
5.81122,1791,2,1,1,1
16.8,1287,3,1,1,0
3,582,4,2,2,0
4.65,557,3,1,2,0
6.1,463,2,1,1,1
5.99999,552,3,2,1,0
14.5,584,3,3,2,1
4.45,246,1,2,1,0
6.65,606,3,1,2,0
15.6,460,3,2,1,0
10,704,3,1,1,0
3.4,1167,2,2,1,0
2.6,580,4,1,2,0
8,691,3,3,4,0
8.675,530,4,2,1,0
9.1,2761,3,2,1,1
11.9,652,3,1,2,0
7.45,556,4,2,3,0
5.7,254,3,2,2,1
3.1,415,3,2,1,0
5.762,558,4,2,2,0
5.30888,678,3,1,4,0
2.98,296,3,2,1,1
21.75,618,3,2,2,0
2.87,756,2,1,1,1
3.06,249,3,1,1,0
6.65,209,3,2,2,1
4.8,614,2,1,2,0
7.1,697,2,1,2,0
2.8,180,2,1,1,0
3.3625,467,3,2,2,0
4.1,371,4,2,2,0
2.2,507,4,2,2,0
3.25,507,3,2,2,0
6.61,1947,3,2,2,1
4.4,666,3,2,2,0
3.2,1281,2,1,1,1
3.65,147,2,1,1,1
7.08,608,2,1,1,0
5.95,1947,2,1,1,1
2.8,534,3,1,2,0
17,506,4,2,2,0
5.78,143,3,2,1,1
6.18,244,2,1,1,1
2.9,306,3,2,1,0
6.2,275,3,1,2,1
3.19,357,3,2,2,0
3.89,439,4,4,2,0
3,650,3,2,1,0
3.5,722,3,1,2,0
3.75,599,3,1,1,0
4.375,350,4,2,2,0
4.5,1095,3,1,2,0
2.925,535,3,1,1,0
2.6,59,1,1,1,1
3.30002,382,3,2,2,0
2.75,134,2,1,1,1
9.1,653,4,1,2,0
4.8,603,3,2,2,0
5.1,400,3,2,2,0
2.25,195,2,1,1,1
4.22,239,3,2,1,0
4,638,4,2,2,0
7.3125,875,4,1,2,0
3.35,299,4,2,2,0
5.2,656,3,1,2,0
6.2,388,3,1,3,0
6.3,729,4,2,2,0
4.78,643,4,2,2,0
5,189,3,2,2,1
15,613,4,2,2,0
4.25,406,3,2,2,0
5.3,534,3,1,1,0
4.55,446,3,2,2,0
4.65,710,4,2,2,0
6.65,170,3,2,2,1
3.7,762,3,2,2,0
3.05,254,3,2,2,0
7.02,615,2,1,2,0
3.15,599,3,1,1,0
5.3,769,3,1,2,0
27,632,4,3,2,0
4.2,558,4,2,2,0
12.3,398,3,1,2,0
3.5,680,2,1,1,1
2.2,179,2,1,1,1
4.65,761,3,2,2,0
4.4,580,4,2,2,0
7.22,352,3,1,1,0
3.35,2643,2,1,1,1
3.28,526,3,1,1,0
3.35,506,3,2,2,0
3.8,503,3,2,2,0
4.2,477,3,2,2,0
2.5,300,2,1,1,0
5.84475,120,3,2,2,0
4.88,2105,2,2,1,1
6.53,602,3,1,1,0
3.38,648,2,1,1,1
3.5,506,4,2,2,0
3.05,1050,2,2,0,1
4.26,162,3,2,1,1
7,802,4,2,2,0
3.73,483,4,2,2,0
4.2,576,2,2,1,1
4.5,734,5,2,2,0
3.85,914,2,1,1,1
4.7,554,4,2,2,0
4.9,1827,2,1,0,1
3.525,962,1,1,0,1
6.2,606,5,2,2,0
6.59,159,2,2,2,0
6.9,824,3,2,1,1
4.98,231,3,2,2,1
9.6,683,3,2,2,0
3.08,572,3,2,2,0
4.6675,1319,2,1,1,1
4.25,448,3,2,2,0
2.45,220,3,1,1,1
6.5,221,3,1,1,1
3,525,3,2,2,0
2.7,2311,1,1,0,1
9.01,59,2,1,2,1
4.1,862,2,1,1,1
3.2,398,3,2,2,0
2.425,104,2,1,1,1
12.45,652,3,2,4,0
3.85,648,3,1,3,0
4.1,567,3,2,2,0
3.9,375,3,2,2,0
16.5,341,3,2,2,1
4.675,495,3,2,4,0
8.05,62,2,1,0,0
3.25,1654,2,1,1,1
5.2,2323,2,2,1,1
9.2,452,3,1,3,0
3.88,533,4,2,2,0
4.7,395,3,2,2,1
2.54,270,3,1,1,1
9.205,836,3,2,2,0
6.02,629,5,3,2,0
4.3,559,3,1,1,0
5.69,226,3,2,2,1
5.36,137,2,1,1,1
4,419,4,2,2,0
10.03,488,3,1,1,0
3.965,575,2,1,0,1
11.5,649,4,1,2,0
3.625,579,3,1,1,0
3.8,455,3,1,2,0
4.45,877,2,1,1,1
4.1,501,1,1,1,1
3.1,190,2,2,1,1
3.95,365,4,2,2,0
6.25,63,2,1,1,0
9.425,155,3,1,1,0
4.3,834,2,1,2,1
4.947,3003,2,2,1,1
4.57,760,4,2,2,0
2.92,576,2,1,1,1
3.95,585,3,1,2,0
3.8,451,4,2,2,0
2.4,264,2,1,1,1
52,1456,5,3,2,0
3,277,3,1,2,1
